ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0006898,receptor-mediated endocytosis,65/3368,257/18903,0.0015882905536809514,0.02024246653788814,0.01729117364075026,MAGI2/FNBP1L/GRIA1/HNRNPK/SNAP91/LRP1B/DNM3/AHI1/SGIP1/SNCA/ITSN1/BICD1/TBC1D5/HIP1R/LMBRD1/FCHSD2/TMEM108/LRP1/NLGN3/CLTA/ANKRD13D/CLTB/SMAP1/DTNBP1/GRK4/CACNG2/CACNG8/RALA/AP2B1/ACHE/CLTC/OPHN1/LDLRAD3/VLDLR/LMBR1L/RAB5A/MKLN1/AP1G1/ANKRD13B/FCHO1/PICALM/MTMR2/CACNG4/FCHO2/CANX/CBL/PICK1/PDLIM7/GRK2/NECAB2/FMR1/DLG4/SYNJ1/RAC1/CD63/RAB21/M6PR/ARF6/GPR107/LRRTM2/SNAP25/CACNG7/GAK/BMP2K/TFRC,65
GO:0001933,negative regulation of protein phosphorylation,82/3368,338/18903,0.0016071105141558164,0.020436498236571028,0.017456916080657758,SLC8A1/PTPRO/HMGCR/PRKAR2B/APC/NR2F2/PTPRT/PDE4D/SNCA/PKIB/PPM1E/SH3BP5/CBLB/SLIT2/PRKDC/CDKN1B/CDKN1C/PKIG/CALM2/CDK5RAP3/DMD/CAMK2N2/LRP1/TRIB2/PRKN/DUSP6/PIBF1/UCHL1/DTNBP1/EIF4G1/PDCD4/SPAG9/PRNP/CDKN2D/IPO7/TAF7/PTEN/DMTN/CHMP6/PRKAR1A/FBXO7/DBNDD1/BAX/MICAL1/CTDSPL/TARDBP/KAT2B/MLLT1/SLC8A3/PRKCZ/PKN1/CDK5RAP1/CHORDC1/CAMK2N1/PDPK1/CBL/NTRK3/NF2/SOCS5/PAQR3/KIRREL1/DUSP1/SOCS4/CRKL/TRAF3IP1/GSKIP/DUSP16/CHP1/GSTP1/ZNF675/UBASH3B/LDLRAD4/DNAJC3/RGS2/ERRFI1/SIRT1/DDIT4/MYADM/SHB/HSPB1/CALM3/YWHAG,82
GO:0051348,negative regulation of transferase activity,69/3368,276/18903,0.0016101685083021939,0.020436498236571028,0.017456916080657758,SLC8A1/PTPRO/HMGCR/GSK3B/PRKAR2B/APC/NR2F2/PTPRT/SNCA/PKIB/PPM1E/FOXA2/SH3BP5/CBLB/CDKN1B/CDKN1C/PKIG/CDK5RAP3/CAMK2N2/TRIB2/MAPT/PRKN/GSK3A/UCHL1/DTNBP1/PDCD4/PIP4K2B/CDKN2D/IPO7/TAF7/PTEN/CHMP6/PRKAR1A/FBXO7/BUB3/DBNDD1/KAT2B/MLLT1/SLC8A3/PKN1/CDK5RAP1/BAG5/EIF4A2/CHORDC1/RPL23/CAMK2N1/PDPK1/CBL/NF2/RPS20/RUBCN/LIMK1/SOCS5/PAQR3/DUSP1/SOCS4/GSKIP/DUSP16/CHP1/GSTP1/ZNF675/UBASH3B/RGS2/ERRFI1/SIRT1/MIDN/SHB/HSPB1/YWHAG,69
GO:0032482,Rab protein signal transduction,10/3368,21/18903,0.0016478952667086156,0.02078648998642921,0.017755880048724627,RAB9B/RAB4B/RAB4A/SGSM3/RAB15/RAB39B/RAB35/RAB21/RAB30/DENND4A,10
GO:0032986,protein-DNA complex disassembly,10/3368,21/18903,0.0016478952667086156,0.02078648998642921,0.017755880048724627,SMARCA4/SMARCC2/SMARCC1/SUPT16H/ARID2/SMARCD3/SSRP1/HMGA1/RPL23/SET,10
GO:0043984,histone H4-K16 acetylation,10/3368,21/18903,0.0016478952667086156,0.02078648998642921,0.017755880048724627,AUTS2/KANSL1/MCRS1/KAT8/ZMPSTE24/WDR5/KANSL3/SIRT1/MSL1/MSL2,10
GO:0043966,histone H3 acetylation,25/3368,78/18903,0.0016521802755284783,0.02079783490281033,0.017765570909209372,SUPT3H/KAT6B/SUPT20H/SF3B5/TAF10/ING4/TAF7/TAF6/KAT8/KAT2B/ZNF451/DR1/LDB1/TAF12/ATXN7L3/KAT6A/SMAD4/KAT7/EP300/BRPF3/WDR5/TAF2/SIRT1/JADE1/BRD1,25
GO:2001257,regulation of cation channel activity,52/3368,197/18903,0.001671958899521676,0.02100376997906269,0.01794148124876882,NLGN1/CACNA2D1/ANK3/ANK2/AKAP6/PPP3CA/FGF14/PDE4D/FGF12/PDE4B/JPH4/NETO2/LRRC26/CDK5/CALM2/SHISA6/CACNB4/DMD/CAPN1/NLGN3/IFNGR2/DAPK1/PPP3CB/NOS1AP/PINK1/APP/PKD2/HOMER1/FKBP1B/CACNG2/CACNG8/TMSB4X/PRKACA/DLG1/NETO1/CACNG4/CRBN/KCNC1/FMR1/DLG4/UBQLN1/MINK1/CACNB1/CBARP/SHISA9/CACNG7/JPH3/SHANK1/CNIH3/KLHL24/HTT/CALM3,52
GO:0044818,mitotic G2/M transition checkpoint,18/3368,50/18903,0.0016830052907208406,0.02105641853543406,0.017986453798356502,TAOK3/CDK5RAP3/FOXN3/RAD50/INTS3/TAOK1/BRCC3/NABP2/CDC14B/NOP53/ATM/BABAM2/TOPBP1/CCNG1/BRSK1/RAD17/TAOK2/FZR1,18
GO:1903747,regulation of establishment of protein localization to mitochondrion,18/3368,50/18903,0.0016830052907208406,0.02105641853543406,0.017986453798356502,UBL5/ATP5IF1/TOMM7/MAPT/PRKN/UBE2L3/GSK3A/SH3GLB1/PINK1/BNIP3L/UBE2D3/LMAN1/SREBF2/FBXW7/BAP1/BAG4/NMT1/PRKAA1,18
GO:0090307,mitotic spindle assembly,24/3368,74/18903,0.0016926277609628701,0.021133764909745754,0.018052523295678025,CLASP2/TPR/KIFC2/GOLGA2/MZT1/RHOA/TASOR/HSPA1A/RAB11A/PIBF1/MAP9/SMC1A/KPNB1/CEP97/AAAS/POLDIP2/CHMP6/HSPA1B/CHMP1A/DRG1/CHMP2B/CHMP4B/CCSAP/ABRAXAS2,24
GO:0060997,dendritic spine morphogenesis,20/3368,58/18903,0.0017517559758578258,0.021827661175851165,0.01864525149920201,NLGN1/CTNND2/PPFIA2/DNM3/EPHB1/CDK5/CUX2/LRP8/ACTR2/CDK5R1/DTNBP1/HDAC6/PTEN/ZDHHC15/DIP2A/ARMCX5-GPRASP2/PRMT3/LZTS3/DLG4/SHANK1,20
GO:0045724,positive regulation of cilium assembly,12/3368,28/18903,0.0017971441825868403,0.022347888084273196,0.019089630833572124,GSK3B/CCDC88A/KCTD17/ARHGAP35/SEPTIN7/PPP1R35/SEPTIN9/CCP110/ATMIN/CROCC/MARK4/HTT,12
GO:1901216,positive regulation of neuron death,28/3368,91/18903,0.0018034567317214967,0.022381080208010412,0.019117983641959938,GRIN2B/GSK3B/SNCA/PARP1/CDK5/AIFM1/RHOA/MAPT/EPHA7/GSK3A/CDK5R1/PRNP/ATF2/EIF2S1/BAX/CDC34/FOS/PICALM/MCL1/AIMP2/FBXW7/ATM/CAPN2/MAP2K7/NR3C1/ZNF746/DDIT4/ATF4,28
GO:0031929,TOR signaling,37/3368,130/18903,0.0018245604146661751,0.022597327877609503,0.019302703028673353,CCDC88A/GPR137C/RRAGB/FBXO9/TBCK/TIPRL/GSK3A/PINK1/LAMTOR1/TBC1D7/SEC13/PRKAA2/USP9X/LARP1/HDAC3/WAC/AKT3/TMEM127/ATM/SMG1/LAMTOR3/GOLPH3/OTUD5/ZMPSTE24/SEH1L/RHEB/RPS6/SESN1/RICTOR/RRAGC/RRAGD/PRKAA1/SIRT1/DDIT4/FNIP1/TSC1/RPS6KB1,37
GO:0006474,N-terminal protein amino acid acetylation,9/3368,18/18903,0.0018409373749108191,0.022617756588154323,0.019320153292485126,SOX4/NAA38/NAA40/KAT2B/CREBBP/EP300/NAA30/NAA50/NAA25,9
GO:0009208,pyrimidine ribonucleoside triphosphate metabolic process,9/3368,18/18903,0.0018409373749108191,0.022617756588154323,0.019320153292485126,NME7/NME3/NME4/NME5/CTPS2/CTPS1/NME1/NME2/UCK2,9
GO:0046827,positive regulation of protein export from nucleus,9/3368,18/18903,0.0018409373749108191,0.022617756588154323,0.019320153292485126,GSK3B/TPR/ANP32B/EMD/PRKACA/PPM1A/RBM22/CAMK1/CTDSPL2,9
GO:0098962,regulation of postsynaptic neurotransmitter receptor activity,9/3368,18/18903,0.0018409373749108191,0.022617756588154323,0.019320153292485126,AKAP9/SHISA6/DLGAP2/HOMER1/HOMER3/CACNG4/NPTXR/SHISA9/BEGAIN,9
GO:0032784,regulation of DNA-templated transcription elongation,31/3368,104/18903,0.0018691901979241094,0.02291903270628304,0.019577504226602975,HMGN1/HTATSF1/SUPT16H/ZNF326/NELFCD/DDX39B/WDR82/INTS3/MED25/SUPT4H1/MED10/MED29/EZH2/BRD4/RNF8/INTS4/INTS8/LDB1/MED21/NELFB/INTS6/KAT7/CDK9/MED6/INTS10/MED8/WDR43/EAF1/CCNT1/CCNK/MED14,31
GO:0044839,cell cycle G2/M phase transition,43/3368,157/18903,0.001887886199647445,0.0231021612040523,0.019733933120659495,PBX1/KHDRBS1/FBXL17/ENSA/TAOK3/CALM2/AKAP8L/CDK5RAP3/CDK14/RAB11A/FOXN3/FHL1/FBXL7/RAD50/APP/ABCB1/INTS3/ARPP19/TAOK1/ING4/BRCC3/NABP2/MECP2/CDC14B/CDK4/CCNQ/BRD4/CDC7/NOP53/BRSK2/ATM/NEK10/BABAM2/TOPBP1/CCNG1/BRSK1/RAD17/TAOK2/FBXL3/TAF2/PPM1D/FZR1/CALM3,43
GO:0033673,negative regulation of kinase activity,61/3368,240/18903,0.0019137836500979068,0.023372510859943223,0.019964866581015102,SLC8A1/PTPRO/HMGCR/PRKAR2B/APC/NR2F2/PTPRT/SNCA/PKIB/PPM1E/FOXA2/SH3BP5/CBLB/CDKN1B/CDKN1C/PKIG/CDK5RAP3/CAMK2N2/TRIB2/MAPT/PRKN/UCHL1/DTNBP1/PDCD4/PIP4K2B/CDKN2D/IPO7/TAF7/PTEN/CHMP6/PRKAR1A/FBXO7/DBNDD1/KAT2B/MLLT1/SLC8A3/PKN1/CDK5RAP1/CHORDC1/CAMK2N1/PDPK1/CBL/NF2/RUBCN/SOCS5/PAQR3/DUSP1/SOCS4/GSKIP/DUSP16/CHP1/GSTP1/ZNF675/UBASH3B/RGS2/ERRFI1/SIRT1/MIDN/SHB/HSPB1/YWHAG,61
GO:0000012,single strand break repair,7/3368,12/18903,0.001938276650354091,0.023484878625493456,0.020060851452330834,PARP1/ERCC8/TERF2/LIG4/TDP1/APTX/SIRT1,7
GO:0001731,formation of translation preinitiation complex,7/3368,12/18903,0.001938276650354091,0.023484878625493456,0.020060851452330834,DENR/DHX29/EIF5/EIF2S3/EIF4H/RPL13A/EIF4B,7
GO:0099150,regulation of postsynaptic specialization assembly,7/3368,12/18903,0.001938276650354091,0.023484878625493456,0.020060851452330834,GRID2/PTPRD/ARHGEF9/CBLN1/LRRC4B/NTRK3/LRRTM2,7
GO:2001223,negative regulation of neuron migration,7/3368,12/18903,0.001938276650354091,0.023484878625493456,0.020060851452330834,NRG3/NRG1/NEXMIF/ADGRG1/SRGAP2/GPR173/STAT3,7
GO:0008654,phospholipid biosynthetic process,65/3368,259/18903,0.0019493747614035772,0.023531722563577936,0.020100865680138462,PIK3R3/FDPS/MVD/PIK3R1/IDH1/GPAA1/DGKB/ORMDL1/LPCAT4/PIGF/DPM3/ETNK1/HMGCS1/PIGC/MTMR7/AGPAT1/OCRL/PIGS/CHKB/PIGP/PIP4K2B/PLSCR3/MVK/PMVK/PTEN/FIG4/MTMR4/CDS2/SLC44A2/DGKH/ETNK2/SACM1L/PTDSS1/MTMR2/VAPA/PIGT/INPP1/ABHD8/ATM/EFR3A/SMG1/FAR1/TTC7A/CEPT1/DGKZ/SOCS5/SYNJ1/CAPN2/LPCAT1/MTMR3/IP6K1/SAMD8/SOCS4/NUS1/PIP5K1A/IPMK/PITPNM1/BECN1/CHP1/PIK3C2B/SPTLC1/ABHD5/SOCS7/CHPT1/TMEM38B,65
GO:0048308,organelle inheritance,8/3368,15/18903,0.001965126758117448,0.023531722563577936,0.020100865680138462,GOLGA2/GBF1/STK25/MAPK1/VCPIP1/STX5/YWHAZ/MAP2K1,8
GO:0048313,Golgi inheritance,8/3368,15/18903,0.001965126758117448,0.023531722563577936,0.020100865680138462,GOLGA2/GBF1/STK25/MAPK1/VCPIP1/STX5/YWHAZ/MAP2K1,8
GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,8/3368,15/18903,0.001965126758117448,0.023531722563577936,0.020100865680138462,TNRC6B/TNRC6C/CPEB3/POLR2G/CNOT7/PABPC1/AGO2/TENT4B,8
GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",8/3368,15/18903,0.001965126758117448,0.023531722563577936,0.020100865680138462,TNRC6B/TNRC6C/CPEB3/CNOT7/ZFP36L2/PABPC1/AGO2/NANOS3,8
GO:2000671,regulation of motor neuron apoptotic process,8/3368,15/18903,0.001965126758117448,0.023531722563577936,0.020100865680138462,RHOA/MAP3K12/BAX/BCL2/CNTFR/NEFL/ZPR1/MAP2K7,8
GO:1900180,regulation of protein localization to nucleus,38/3368,135/18903,0.0019849902838660095,0.02372333718635972,0.02026454344679922,MAGED1/GSK3B/PIK3R1/PARP1/PIN1/DCLK2/TPR/ATP13A2/PKIG/DCLK1/CACNB4/CDK5RAP3/CCT8/TRIM28/MCRS1/CCT4/GLUL/RAN/JUP/NOLC1/UFM1/JAK2/HDAC3/TARDBP/SUMO3/TCP1/RBM22/NUP58/NVL/NF2/HSP90AA1/DKC1/KAT7/ZPR1/NMD3/CHP1/NUP54/TFRC,38
GO:0043547,positive regulation of GTPase activity,70/3368,283/18903,0.002008018726550253,0.02395195929553049,0.020459833115693434,GSK3B/RGS7/RABGAP1L/MAP4K4/AFDN/TBC1D5/RAPGEF2/MYO9A/PIN1/RAPGEF6/DOCK7/RAPGEF5/RALGPS2/APC2/TBCK/ELMOD1/CHN2/ZC3H15/TIAM1/HRAS/ARHGAP24/BCAS3/RALGAPA2/TBC1D7/ARHGAP35/DOCK11/RGL1/CDKL5/SRGAP2/ELMOD2/SGSM3/BIN1/ARHGEF7/AGAP2/GARNL3/RALBP1/EZH2/DVL3/EVI5/CRK/TBC1D30/RIC1/RAPGEF4/PICALM/ABR/DENND1B/NTRK3/SIPA1L2/ARHGAP29/RGMA/WNT4/BCR/RALGAPB/TBC1D10B/RANGAP1/CRKL/PIP5K1A/TBC1D20/RUNDC1/USP6NL/SNX13/IQSEC1/NDEL1/TIAM2/RAPGEF1/RAP1GAP2/RAP1GAP/TSC1/RSU1/AGAP3,70
GO:0001738,morphogenesis of a polarized epithelium,29/3368,96/18903,0.00206181463404088,0.024545983133552572,0.020967250001415316,MAGI2/GPC6/MLLT3/ERBB4/DAAM1/PRICKLE2/AHI1/FZD3/MYO9A/ASTN2/AJAP1/FZD1/RHOA/RAB10/TIAM1/VANGL2/ACTG1/OPHN1/DVL3/RPGRIP1L/CAMSAP3/BRSK2/TTC8/DLG5/RAC1/TRAF3IP1/BRSK1/WDR1/PRICKLE1,29
GO:2000045,regulation of G1/S transition of mitotic cell cycle,49/3368,185/18903,0.00206805814357248,0.024572690862602987,0.020990063821050217,APC/SMARCA4/SMARCC2/ARID1B/ACTL6B/PBRM1/TMEM14B/SMARCC1/PRKDC/CDKN1B/BRD7/BCL7A/SMARCA2/ARID2/CACNB4/PSME1/SMARCD3/FHL1/RDX/PKD2/MYO16/APPL2/EIF4G1/LSM10/APPL1/CDKN2D/PTEN/FBXO7/CCNH/RBL2/DDX3X/EZH2/CTDSPL/CDK2AP2/LSM11/WAC/DLG1/CPSF3/BCL2/PLK2/ATM/ECD/ZNF655/RPS27L/RPL26/PKD1/MDM2/JADE1/FBXO31,49
GO:0006368,transcription elongation by RNA polymerase II promoter,32/3368,109/18903,0.0020912599868763045,0.024778955978003368,0.02116625608100736,RTF1/SUPT16H/ELOB/TCEA1/NELFCD/GTF2F2/INTS3/MED25/SUPT4H1/MED10/MED29/EZH2/BRD4/RNF8/INTS4/ELOF1/INTS8/LDB1/MED21/NELFB/INTS6/CDK9/MED6/INTS10/ELOA/MED8/WDR43/EAF1/CCNT1/ELP2/CCNK/MED14,32
GO:0006221,pyrimidine nucleotide biosynthetic process,13/3368,32/18903,0.0021015523464984137,0.024778955978003368,0.02116625608100736,DUT/NME7/NME3/CMPK1/NME4/NME5/AK5/CTPS2/CTPS1/NME1/PRPS1/NME2/UCK2,13
GO:0010644,cell communication by electrical coupling,13/3368,32/18903,0.0021015523464984137,0.024778955978003368,0.02116625608100736,SLC8A1/ANK3/ATP1A1/PDE4D/IRX3/CACNA1C/CALM2/FKBP1B/PRKACA/ATP1B1/ATP1A3/RYR2/CALM3,13
GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation,13/3368,32/18903,0.0021015523464984137,0.024778955978003368,0.02116625608100736,CTNNA2/HIP1R/FCHSD2/WASHC3/NCKAP1/CARMIL2/CORO1B/AP1AR/PICK1/CARMIL3/WASF2/GMFB/WASHC4,13
GO:0070646,protein modification by small protein removal,47/3368,176/18903,0.0021072256718924214,0.024798251537232075,0.021182738403677598,USP11/USP33/SENP7/SUPT3H/PSMD14/SUPT20H/USP3/SF3B5/USP5/PRKN/TAF10/UCHL1/TANK/COPS3/USP14/TAF7/BRCC3/USP9X/TAF6/OTUD7A/USP25/USP4/EIF3F/COPS7B/COPS2/USP27X/SENP5/NOP53/TAF12/ATXN7L3/DESI1/COPS7A/BABAM2/USP7/SART3/OTUD5/VCPIP1/BAP1/ATXN3/USP12/SENP2/ABRAXAS2/TAF2/USP31/JOSD1/USPL1/ZRANB1,47
GO:0009147,pyrimidine nucleoside triphosphate metabolic process,11/3368,25/18903,0.002151295987660917,0.02512435599277759,0.021461297775644733,DUT/NME7/NME3/NME4/NME5/CTPS2/DCTPP1/CTPS1/NME1/NME2/UCK2,11
GO:0021697,cerebellar cortex formation,11/3368,25/18903,0.002151295987660917,0.02512435599277759,0.021461297775644733,GRID2/RORA/CDK5/TTLL1/FAIM2/CBLN1/MTPN/OPHN1/TTC21B/LDB1/MAP2K1,11
GO:0061339,establishment or maintenance of monopolar cell polarity,11/3368,25/18903,0.002151295987660917,0.02512435599277759,0.021461297775644733,MYO9A/MAP1B/PATJ/GBF1/RHOA/PRKCI/FSCN1/OPHN1/CARMIL2/CAMSAP3/TTC8,11
GO:2000311,regulation of AMPA receptor activity,11/3368,25/18903,0.002151295987660917,0.02512435599277759,0.021461297775644733,NLGN1/SHISA6/NLGN3/CACNG2/CACNG8/CACNG4/MINK1/SHISA9/CACNG7/SHANK1/CNIH3,11
GO:1904377,positive regulation of protein localization to cell periphery,22/3368,67/18903,0.0021706595329553905,0.025244608811095238,0.021564018081909192,DPP10/PIK3R1/GNAI1/EPB41/LRP1/PTPN9/KIF5B/PRKCE/RANGRF/CACNG2/PRNP/SORBS1/PRKCI/CLIP3/EPHA3/RER1/DLG1/PDPK1/ARF6/SQSTM1/STX4/ZDHHC5,22
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",18/3368,51/18903,0.0021739212210759207,0.025244608811095238,0.021564018081909192,NDUFA3/NDUFS5/NDUFB1/NDUFA1/NDUFB2/NDUFC1/SNCA/NDUFB4/NDUFV3/NDUFA7/NDUFB3/NDUFS2/DNAJC15/NDUFB10/PINK1/NDUFS4/COQ9/NDUFA10,18
GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,18/3368,51/18903,0.0021739212210759207,0.025244608811095238,0.021564018081909192,LRRC7/DLG2/ANK1/MYO9A/PATJ/RHOA/ARF4/LIN7B/ILK/PDZD11/PRKCI/OPHN1/DLG1/CAMSAP3/TTC8/DLG4/DLG5/WDR1,18
GO:0051965,positive regulation of synapse assembly,21/3368,63/18903,0.002199990111819656,0.025267290559596232,0.021583392897279265,NLGN1/GRID2/NRXN1/ADGRB3/PTPRD/CLSTN1/IL1RAPL1/EPHB1/SLITRK3/LRRN1/CBLN2/CUX2/NLGN3/CBLN1/LRRC4B/NTRK2/ARMCX5-GPRASP2/ADGRB1/BDNF/DLG5/LRRTM2,21
GO:0030490,maturation of SSU-rRNA,19/3368,55/18903,0.0022056131287210455,0.025267290559596232,0.021583392897279265,RPS21/RPS28/SNU13/TSR3/MRPS11/RIOK1/RIOK3/SRFBP1/MPHOSPH10/ABT1/IMP4/DCAF13/UTP23/NGDN/RPS8/TSR1/WDR43/WDR3/RPS14,19
GO:0035088,establishment or maintenance of apical/basal cell polarity,19/3368,55/18903,0.0022056131287210455,0.025267290559596232,0.021583392897279265,LRRC7/DLG2/ANK1/MYO9A/PATJ/RHOA/ARF4/LIN7B/ILK/PDZD11/PRKCI/FSCN1/OPHN1/DLG1/CAMSAP3/TTC8/DLG4/DLG5/WDR1,19
GO:0061245,establishment or maintenance of bipolar cell polarity,19/3368,55/18903,0.0022056131287210455,0.025267290559596232,0.021583392897279265,LRRC7/DLG2/ANK1/MYO9A/PATJ/RHOA/ARF4/LIN7B/ILK/PDZD11/PRKCI/FSCN1/OPHN1/DLG1/CAMSAP3/TTC8/DLG4/DLG5/WDR1,19
GO:0010257,NADH dehydrogenase complex assembly,20/3368,59/18903,0.0022128931012636776,0.025267290559596232,0.021583392897279265,NDUFA3/NDUFS5/NDUFA13/NDUFB1/NDUFA1/NDUFB2/NDUFC1/NDUFB4/NDUFB3/NDUFS2/NDUFB10/NDUFS4/OXA1L/FOXRED1/TMEM126A/NDUFA10/NUBPL/ECSIT/NDUFAF5/NDUFAF7,20
GO:0032981,mitochondrial respiratory chain complex I assembly,20/3368,59/18903,0.0022128931012636776,0.025267290559596232,0.021583392897279265,NDUFA3/NDUFS5/NDUFA13/NDUFB1/NDUFA1/NDUFB2/NDUFC1/NDUFB4/NDUFB3/NDUFS2/NDUFB10/NDUFS4/OXA1L/FOXRED1/TMEM126A/NDUFA10/NUBPL/ECSIT/NDUFAF5/NDUFAF7,20
GO:0043666,regulation of phosphoprotein phosphatase activity,20/3368,59/18903,0.0022128931012636776,0.025267290559596232,0.021583392897279265,MAGI2/GSK3B/MGAT5/SLC39A10/CALM2/TIPRL/PPP6R2/FKBP1B/RCAN1/JAK2/BOD1/PPP1R2/PPP6R3/CRY2/PPP6R1/NUAK1/PPP1R15A/HTT/TSC1/CALM3,20
GO:0045010,actin nucleation,20/3368,59/18903,0.0022128931012636776,0.025267290559596232,0.021583392897279265,CTNNA2/HIP1R/FCHSD2/CORO1A/ACTR2/ARPC5/ARPC4/ARPC2/ARPC5L/MAGEL2/WASHC3/NCKAP1/CARMIL2/CORO1B/AP1AR/PICK1/CARMIL3/WASF2/GMFB/WASHC4,20
GO:0072666,establishment of protein localization to vacuole,20/3368,59/18903,0.0022128931012636776,0.025267290559596232,0.021583392897279265,VPS36/VPS41/VPS13A/ZFYVE16/NCOA4/AP3D1/CACNG2/CACNG8/RAB7A/VPS37D/AP3B1/CACNG4/M6PR/CACNG7/BECN1/STAM2/GNPTG/PTPN23/LAMP2/VPS37B,20
GO:1901215,negative regulation of neuron death,56/3368,218/18903,0.002220291195716632,0.02530472878531961,0.02161537273830175,CHL1/CHGA/GSK3B/CD200/NR4A2/GRIK2/SNCA/ATP13A2/CDK5/HYOU1/SLC1A1/CORO1A/FZD1/VPS35/RHOA/PRKN/HRAS/PINK1/TOX3/DTNBP1/PARP2/FAIM2/EIF4G1/RETREG1/MAP3K12/PRKCI/ENO2/AGAP2/FBXO7/JAK2/NRBP2/MECP2/GPI/BAX/NTRK2/ARMCX5-GPRASP2/SOD2/STXBP1/BCL2/MDK/BDNF/CBL/LIG4/TBC1D24/CNTFR/NEFL/CHMP4B/ZPR1/DNAJC5/DRAXIN/SET/SIRT1/SYNGAP1/HSF1/TSC1/ATF4,56
GO:0051222,positive regulation of protein transport,72/3368,294/18903,0.0023048431077873936,0.026219724465070295,0.022396964702378477,SOX4/ANK3/NNAT/TENM1/GSK3B/UBL5/FRMD4A/TCAF1/PIK3R1/TOMM7/MYH10/DNM1L/TPR/ATP13A2/CDK5/MYRIP/VPS35/C2CD5/CEP290/GPR27/UBE2L3/HRAS/PPP3CB/TRIM28/GSK3A/ANP32B/WLS/SH3GLB1/PINK1/BCAS3/CDK5R1/ABAT/TMED10/PRKCE/UBE2D3/GLUL/APBB1/RAN/PRNP/JUP/TMEM30A/ACHE/JAK2/SREBF2/HDAC3/TARDBP/EMD/PRKACA/PPM1A/PRKCZ/RBM22/ICE1/FBXW7/PCNT/SAR1B/HSP90AA1/CAMK1/GOLPH3/ZPR1/ARF6/BAP1/RIPOR1/SAR1A/STX4/CHP1/NMT1/CTDSPL2/PTPN23/PRKAA1/SEC24A/OAZ1/MCU,72
GO:0009266,response to temperature stimulus,49/3368,186/18903,0.0023312831646889647,0.0264714833284368,0.0226120178538272,GSK3B/ATP2B1/RGS7/GRIK2/RBBP7/TPR/SLC12A5/EPHB1/CDH8/ACADM/TRPM3/ACADVL/HSPA1A/SLC25A27/MAPT/DNAJB6/RNF34/APPL2/EIF2B3/DNAJA2/VGF/HSPD1/EIF2B4/EIF2S1/ST8SIA1/TMEM135/NR2F6/HSPA1B/CREBBP/PRKACA/SOD2/DNAJC2/FOS/CHORDC1/ATM/HSP90AA1/EP300/METRNL/SLU7/CLPB/MAP2K7/ATXN3/DNAJC3/PRKAA1/EIF2B2/SIRT1/HSF1/HSPB1/RPS6KB1,49
GO:0044743,protein transmembrane import into intracellular organelle,14/3368,36/18903,0.0023434485011423235,0.026511609838890043,0.022646294035464736,ROMO1/TOMM7/DNAJC15/AIFM1/LONP2/PAM16/PEX1/HSPD1/PEX2/TIMM17A/TOMM40/TIMM50/PEX5/TOMM20,14
GO:1903146,regulation of autophagy of mitochondrion,14/3368,36/18903,0.0023434485011423235,0.026511609838890043,0.022646294035464736,DNM1L/ATP13A2/CAMKK2/PRKN/GSK3A/PINK1/SLC25A5/HDAC6/BNIP3L/FBXO7/SREBF2/RNF41/FBXW7/HTT,14
GO:0006289,nucleotide-excision repair,26/3368,84/18903,0.0023510065531914407,0.02654822289752761,0.02267756901636868,HMGN1/SMARCA4/SMARCC2/ARID1B/ACTL6B/PBRM1/SMARCC1/BRD7/BCL7A/SMARCA2/ARID2/SMARCD3/POLK/RAD23A/ERCC8/ERCC1/ERCC5/FANCC/RAD23B/MMS19/LIG4/USP7/KAT7/ATXN3/SIRT1/GTF2H1,26
GO:0061025,membrane fusion,47/3368,177/18903,0.0023826961925772104,0.026856702222021658,0.02294107295026054,SYT1/RIMS1/SNCA/DNM1L/NSF/PRRT2/ATP13A2/SNAPIN/VPS41/CORO1A/VAV3/C2CD5/UBXN2A/RABEP1/VPS16/TMEM175/SYT11/YIPF5/STX12/PIP4K2B/RAB7A/NAPG/CHMP6/SPG11/GNAI3/CHMP1A/STXBP1/NAPA/STX17/CHMP2B/VAPA/HACE1/SNAP29/SYT7/GOSR2/CHMP4B/SEC22A/VCPIP1/UBXN2B/STX4/STX5/SNAP25/CHP1/SEC22B/ARL8B/STX18/YKT6,47
GO:0009132,nucleoside diphosphate metabolic process,37/3368,132/18903,0.0024425479916666496,0.027480901671809943,0.0234742659310936,CASK/DLG2/NME7/PGK1/NME3/HK1/CMPK1/SLC2A6/APP/EIF6/PFKP/PRKAG1/NME4/GAPDH/PRKAA2/AK9/NME5/AK5/ENO2/ENO1/GPI/LDHA/NME1/DLG1/NUDT5/DHTKD1/EP300/AK2/NME2/GUK1/GIT1/PRKAA1/HDAC4/ALDOA/DDIT4/FOXK2/STAT3,37
